ID	description	image	product	period	repository	production site	find site	style	motif	technique	structure	culture	composition	component	thread 1	material	type of torsion	colour of the thread strands	thickness	direction of torsion	torsion of thread	thread 2	thread 3	fabric	colour	number of colour layers	contrast	finish	motif attribute	scene	sequence	symmetry	size	usage	direction of warp	thread 4	thread 5	thread 6
ILCA_BML013_2		['BML013.2_IMG_3258.jpg', 'BML013.2_IMG_3259.jpg']	Headband fragment	Middle Horizon (600-1000 AD)	British Museum, website	Peru, South coast	Peru	Provincial Tiwanaku	Pampa, Parrot, Tapestry border, Tongue and throne motif	Weft figure	Weft-faced structure, warped in 1 layer	Tiwanaku	Band		Warp and weft thread	Cotton fibre, cotton fiber Cotton thread						Warp and weft thread	Weft thread	Balanced weave, Weft-faced cloth	Blue, Bluish violet, Greenish-blue, Pink, Reddish brown					Scene based on a narrative	Row of							
ILCA_BML014	"Fragmento de textil en algodón, elaborado en tapiz, y actualmente pegado a cartón.
Urdida a uno, la técnica es tapiz no ranurado enlazado.
La composición es de dos diseños de zoomorfos con cola, garras y cuernos u orejas.
¿Serán gatos? Los diseños están en segmentos o módulos (tika) con los motivos en azul claro sobre blanco o al revés, cada uno con dos aves volando en el eje diagonal.
"	['BML014_IMG_3263.jpg', 'BML014_IMG_3264.jpg', 'BML014_IMG_3265.jpg']		Late Intermediate (1000-1470 AD)	British Museum, website	Central coast, Chancay, Peru	Cusco, Peru, South sierra	Chancay	Bird in general, Feline in general	Dovetailed technique	Weft-faced structure, warped in 1 layer	Chancay	Band	Structural component	Warp thread	Cotton fibre, cotton fiber Cotton thread						Warp thread	Weft thread	Weft-faced cloth	Brown, Greenish-blue, Yellowish white											Weft thread		
ILCA_BML015	"Fragmento desconocido en colores naturales de algodón (café oscuro, café claro, antes blanco).
Los dos bordes llevan diseños en brocado estructural (o figura de trama) de volutas o grecas entrelazadas.
La parte central tiene un patrón de rombos en faz de trama (con tramas suplementarias) que imitan la técnica de escogido con conteo por par, 2|2, y la técnica de aplicación de color de teñido por amarro (resist dyeing).
Flanqueando la parte central hay listas angostas en blanco-café y anchas en café oscuro, y una banda menor con el mismo diseños de rombos.
"	['BML015_IMG_3268.jpg', 'BML015_IMG_3271.jpg', 'BML015_IMG_3272.jpg', 'BML015_IMG_3273.jpg', 'BML015_a.jpg']		Late Intermediate (1000-1470 AD)	British Museum, website	Central coast, Chancay, Peru	Central coast, Peru	Chancay	Diamond in general, Medium-sized stripe, Narrow stripe, Volute	Weft figure	Weft-faced structure, warped in 1 layer	Chancay	Grouping of bands, Grouping of strips	Structural component	Warp thread	Cotton fibre, cotton fiber Cotton thread						Warp thread	Weft thread	Weft-faced cloth	Brown, Reddish brown						Interlocked					Weft thread		
ILCA_BML016	"Fragmento de panel textil en faz de trama con otro fragmento de textil equilibrado adjuntado en los dos costados, como si fuera parte de una prenda mayor.
En un lado, la tela balanceada tiene algunas tramas pareadas.
La tela de base es de algodón y la figura de trama es en fibra de camélido.
Las urdimbres que continúan en la parte de faz de trama también son agrupadas de forma triple.
La composición es de listas de color de forma casi simétrica en torno a la banda central de motivos.
El eje central tiene diseños de ornitomorfos-pelícanos en perfil en faz de trama, que imita la técnica de re-escogido (hilos suplementarios) por unidad (ajllita), con figura delineada, en segmentos o módulos.
La gama cromática es de amarillo y negro, con rosado y café claro.
Tiene hilos flotantes en la cara posterior.
"	['BML016_IMG_3275.jpg', 'BML016_IMG_3276.jpg', 'BML016_IMG_3277.jpg']	Panel fragment	Late Intermediate (1000-1470 AD)	British Museum, website	Central coast, Chancay, Peru	Peru	Chancay	Pampa, Pelican, Stripe	Weft figure	Weft-faced structure, warped in 1 layer	Chancay	Band, Grouping of strips		Warp thread	Cotton fibre, cotton fiber Cotton thread						Warp thread	Weft thread	Balanced weave, Weft-faced cloth	Brown, Grey, Pink, Reddish brown, Reddish violet, Violet													
ILCA_BML017	"Fragmento de textil, posiblemente manta, en faz de urdimbre, en dos piezas unidas con puntada en una costura, todo elaborado en algodón.
La estructura es urdida en tres capas, y la técnica es cruce de urdimbre y trama, con trama vista, con figura en líneas de trama.
Los diseños están elaboradas con urdimbres pareadas.
La composición del panel principal es de diseños de ornitomorfos organizados en ejes verticales, horizontales y diagonales (en simetría tipo p3m1).
El borde de la pieza es de volutas en serie entre listas angostas, que parece expresar las olas del mar.
La gama cromática es de azul oscuro (figura) sobre una base de blanco y se ve las tramas de algodón natural, color café.
"	['BML017_IMG_3279.jpg', 'BML017_IMG_3280.jpg', 'BML017_IMG_3281.jpg', 'BML017_IMG_3283.jpg', 'BML017_IMG_3284.jpg']	Shawl fragment	Late Intermediate (1000-1470 AD)	British Museum, website	Central coast, Peru	Peru	Provincial Chimu	Diamond in general, Line, Pelican, Volute	Warp and weft crossing technique with paired warps and visible weft, and figure in weft rows	Complex warp-faced structure, warped in 3 layers	Chimu	Band		Warp thread	Cotton fibre, cotton fiber Cotton thread						Warp thread	Weft thread	Warp-faced cloth	Blue, Greyish white, Pink		Major contrast		In profile, With volutes		Horizontal	pppp				Weft thread		
ILCA_BML018	"Faja-bolsa en faz de urdimbre en fibra de camélido, con colores naturales y tintoreados.
La tela de una sola pieza está doblada en el eje horizontal para formar la bolsa, y las aberturas en la parte superior se forma con el cosido en puntada.
Los dos bordes laterales tiene encandelillado simple en color café.
La composición es de pampa color vicuña, intercalada con listas delgadas de color.
Tiene dos bandas mayores horizontales (en uso) con diseños geométricos de peinecillo con color intercalado (k'uthu).
"	['BML018_IMG_3287.jpg', 'BML018_IMG_3288.jpg', 'BML018_IMG_3289.jpg', 'BML018_IMG_3291.jpg', 'BML018_S1_3288.png', 'BML018_a.jpg']	Bag-belt	Late Intermediate (1000-1470 AD)	British Museum, website	Arica Interior, Chile, San Miguel de Azapa	Arica Interior, Chile, San Miguel de Azapa	San Miguel	Multiple ladder motif, Narrow stripe, Pampa	Multiple ladder technique, with even count, 2|2, and 1 weft	Complex warp-faced structure, warped in 3 layers	San Miguel	Grouping of bands, Grouping of very wide stripe and strips	Structural component	Warp thread	Camelid fibre						Weft thread		Warp-faced cloth	Blue, Bluish violet, Pink, Reddish brown, Yellowish red		Major contrast	Constructed opening										
ILCA_BML019	"Faja-bolsa en faz de urdimbre elaborada en fibra de camélido, en mal estado sin la parte posterior.
La estructura de la banda de diseños es urdida en tres capas, con la técnica de reescogido por unidad (ajllita) con conteo por par, 2|2.
El textil es de una sola cara puesto que la cara posterior tiene hilos flotantes.
La composición es de listas de color intercaladas de forma asimétrica en torno a una banda mayor y banda menor de diseños.
La banda mayor tiene tres bloques de diseños.
En el primer bloque a la izquierda se tiene una serpiente con cuerpo escalonado, y luego motivos en zigzag con filas en diagonal de peces.
Parece que el segundo bloque repite esta composición.
En el tercer bloque se repite la serpiente con cuerpo escalonado y las filas en diagonal de peces y luego hay una sección mayor con motivos de peces y volutas organizados en zigzag.
Hay otra banda menor de volutas y de trono y lenguas dobles en serie.
La gama cromática es de rojos amarillo y verdes con negro para el delineado.
Las bandas de motivos terminan en secciones de peinecillo con color en fila (patapata).
"	['BML019_IMG_3293.jpg', 'BML019_IMG_3294.jpg', 'BML019_IMG_3295.jpg', 'BML019_IMG_3296.jpg', 'BML019_IMG_3298.jpg', 'BML019_IMG_3299.jpg', 'BML019_IMG_3300.jpg', 'BML019_IMG_3301.jpg', 'BML019_IMG_3302.jpg', 'BML019_IMG_3303.jpg', 'BML019_IMG_3304.jpg', 'BML019_S1_3296.png', 'BML019_a.jpg', 'BML019_b.jpg']	Bag-belt	Late Intermediate (1000-1470 AD)	British Museum, website	Ica, Peru, South coast	Peru, South coast	Ica	Medium-sized stripe, Serpent, Shoal of fish, Single ladder motif, Spoon-like ornament, Tongue and throne motif	Reselected technique selected singly, counted in pairs, 2|2, with 1 weft	Complex warp-faced structure, warped in 3 layers	Ica	Grouping of bands, Grouping of strips	Structural component	Warp thread	Camelid fibre						Weft thread		Warp-faced cloth	Blue, Brown, Reddish brown, Sage green, Yellowish brown		Major contrast		With a seed inside, With serrated body, with stepped body		Diagonal, Row of							
ILCA_BML020	"Faja-bolsa en faz de urdimbre elaborada con fibra de camélido, en mal estado, y carece de la parte posterior.
La estructura de las bandas de diseños es urdida en tres capas, y la técnica de reescogido con conteo por par, 2|2 (ajllita).
La composición es de listas de varios tamaños intercalados de forma asimétrica con una banda mayor y una banda menor de diseños.
La banda mayor cuenta con dos partes.
En una parte hay un motivo dominante de una serpiente bicéfala en un entorno escalonado, y con semillas en su interior.
Hay otros motivos en torno a las cabezas.
En la otra parte, hay diseños en zigzag de peces, rombos y volutas en composiciones varias, de forma continua.
Las bandas de motivos terminan en secciones de peinecillo con color en fila (patapata).
La gama cromática es de rojos, verdes y amarillos con negro en el delineado.
"	['BML020_IMG_3305.jpg', 'BML020_IMG_3306.jpg', 'BML020_IMG_3307.jpg', 'BML020_IMG_3308.jpg', 'BML020_IMG_3309.jpg', 'BML020_IMG_3310.jpg', 'BML020_IMG_3312.jpg', 'BML020_IMG_3313.jpg', 'BML020_IMG_3314.jpg', 'BML020_IMG_3318.jpg', 'BML020_a.jpg']	Bag-belt	Late Intermediate (1000-1470 AD)	British Museum, website	Ica, Peru, South coast	Ica, Peru, South coast	Ica	Medium-sized stripe, Narrow stripe, Serpent, Shoal of fish, Single ladder motif, Terraced landscape, Volutes in sequence	Reselected technique selected singly, counted in pairs, 2|2	Complex warp-faced structure, warped in 3 layers	Ica	Grouping of bands, Grouping of strips	Structural component	Warp thread	Camelid fibre						Weft thread		Warp-faced cloth	Blue, Brown, Grey, Pink, Reddish brown, Sage green, Yellowish brown		Major contrast		With a seed inside									
ILCA_BML021	"Fragmento de panel en tapiz llano abierto, tapiz ranurado y tapiz con tramas suplementarias - figura de trama (bordado estructural), en algodón en la urdimbre y fibra de camélido en las tramas.
En uno de los bordes hay restos de puntada en hilo color café como si el fragmento era parte de una pieza mayor.
La composición es de bloques de aves en bordado estructural y bloques de chacanas en faz de trama ranurada, intercaladas con bloques de listas en faz de trama llana, con una relación simétrica a los bloques de aves.
Los colores de las listas son de rojo y violeta.
Los bloques de aves, probablemente pelícanos, están de perfil hacia la izquierda, en eje diagonal, y en un entorno aserrado.
El diseño en blanco y negro de la chacana tiene cuatro apéndices en forma de cabezas.
El diseño de chacana caracteriza la doble tela funeraria de Chancay (Makowski et al.
2006: 220-221).
La gama cromática de toda la pieza es rojo, violeta, negro, blanco y amarillo.
"	['BML021_IMG_3319.jpg', 'BML021_IMG_3320.jpg', 'BML021_IMG_3321.jpg', 'BML021_IMG_3324.jpg', 'BML021_IMG_3325.jpg', 'BML021_IMG_3329.jpg', 'BML021_a.jpg']	Panel fragment	Late Intermediate (1000-1470 AD)	British Museum, website	Central coast, Chancay, Peru	Nasca, Peru, South coast	Chancay	Andean cross, Line, Pelican, Terraced landscape	Weft figure	Weft-faced structure, warped in 1 layer	Chancay	Band	Structural component	Warp thread	Cotton fibre, cotton fiber Cotton thread						Warp thread	Weft thread	Weft-faced cloth	Blue, Bluish violet, Reddish brown, Reddish violet, Yellowish white						Diagonal							
ILCA_BML022	"Tejido posiblemente para muestrario de figura (salta waraña), elaborada en faz de urdimbre en algodón.
La estructura es urdida a dos y la técnica es de doble tela con dos caras (y dos tramas).
Se inicia y se termina el tejido con peinecillo con color en fila (patapata).La figura central es de un antropomorfo frontal con cabeza radiada y llevando varas en las manos (dios de la vara).
La figura como el peinecillo está elaborada en urdimbre y trama pareada.
El hilo sujetador al inicio de la tela es un cordón grueso de algodón blanco.
La figuración se produce con color café natural de algodón contra azul (teñido).
La densidad del muestrario es muy abierta.
"	['BML022_IMG_3332.jpg', 'BML022_IMG_3333.jpg', 'BML022_S1_3332.png', 'BML022_a.jpg']	Figure model	Late Intermediate (1000-1470 AD)	British Museum, website	Central coast, Chancay, Peru	Central coast, Peru	Chancay	Single ladder motif, Wari-Tiwanaku Staff God	Simple double cloth technique, with 2 wefts	Simple warp-faced structure, warped in 2 layers	Chancay	Band	Structural component	Warp thread	Cotton fibre, cotton fiber Cotton thread						Warp thread	Weft thread	Warp-faced cloth	Blue, Reddish brown		Major contrast		Adult male, With headdress			Bilateral symmetry				Weft thread		
ILCA_BML023	"Pequeño fragmento de textil en faz de urdimbre, elaborado en camélido (probablemente llama).
La composición en de una banda en el eje central con diseños continuos de serpientes o cabezas de camélidos entrelazados (o interlocked), flanqueados por listas de color de forma simétrica.
La estructura de los diseños es urdida a dos, con la técnica de escogido con conteos por impar básico, 1|1, y por par, 2|2.
Los diseños están en colores blanco y negro, de doble cara, y las listas tienen una gama cromática de rojo oscuro y café oscuro.
"	['BML023_IMG_3335.jpg', 'BML023_IMG_3336.jpg', 'BML023_IMG_3337.jpg', 'BML023_IMG_3338.jpg', 'BML023_IMG_3340.jpg', 'BML023_IMG_3341.jpg', 'BML023_IMG_3342.jpg', 'BML023_S1_3335.png']		Late Intermediate (1000-1470 AD)	British Museum, website	Central coast, Chancay, Peru	Central coast, Peru	Chancay	General camelid, Medium-sized stripe, Serpent	Selected technique counted in pairs, 2|2, and 1 weft, Selected technique with basic odd count, 1|1, and 1 weft	Simple warp-faced structure, warped in 2 layers	Chancay	Band, Grouping of strips	Structural component	Warp thread	Camelid fibre						Weft thread		Warp-faced cloth	Brown, Grey, Greyish white, Pink, Reddish brown		Major contrast		With serrated body, with stepped body		Interlocked							
ILCA_BML024	"Taparrabo de forma rectangular con secciones en faz de trama y otras en faz de urdimbre.
Está elaborado en algodón en la urdimbre y trama de varias secciones ), y de fibra de camélido en la trama del bordado estructural.
El taparrabo está compuesta de siete piezas con una pieza adjuntada para formar las dos cuerdas para sujetarlo al cuerpo, cosidas a un extremo con puntada.
Las piezas tienen varias estructuras (urdidas a uno y a dos) y técnicas: tapiz llano abierto, brocado estructural, tejido equilibrado, doble tela, y son unidas por la urdimbre en común.
En un extremo tiene flecadura de urdimbre adjuntada.
Las dos cuerdas también han debido tener flecadura en los extremos con bordado estructural en una banda adjunta a la flecadura.
La gama cromática es de rojo, amarillo, blanco y azul claro.
La composición de la sección inferior de bordado estructural es de volutas en ramas diagonales, en colores rojo y amarillo.
Tiene tela llana con listas en azul y blanco, y doble tela con diseños de felinos, característica de Chancay tipo funerario, pero con color azul en vez de café.
Otras sección de bordado estructural tiene motivos de doble tronos y lengua, igualmente en amarillo y rojo.
"	['BML024_IMG_3348.jpg', 'BML024_IMG_3349.jpg', 'BML024_IMG_3350.jpg', 'BML024_IMG_3351.jpg', 'BML024_IMG_3352.jpg', 'BML024_IMG_3357.jpg', 'BML024_IMG_3358.jpg', 'BML024_IMG_3359.jpg', 'BML024_a.jpg', 'BML024_b.jpg', 'BML024_c.jpg']	Loincloth	Late Intermediate (1000-1470 AD)	British Museum, website	Central coast, Chancay, Peru	Central coast, Peru	Chancay	Feline in general, Line, Narrow stripe, Pampa, Tongue and throne motif, Volutes in sequence	Simple double cloth technique, with 2 wefts	Simple warp-faced structure, warped in 2 layers	Chancay	Band	Structural component	Warp thread	Cotton fibre, cotton fiber Cotton thread						Warp thread	Weft thread	Balanced weave, Warp-faced cloth, Weft-faced cloth	Blue, Greyish white, Orange, Reddish brown, Reddish violet		Major contrast		With seed/s in the interstices		Diagonal					Weft thread	Weft thread	
